axis_id,layer,alpha,mean_logprob_diff,delta_logprob_diff,delta_ci_low,delta_ci_high,prompts,positions
drug_poisoning_vs_nondrug_poisoning_ccs,27,2.0,0.46482087183609716,0.00011123867540542657,9.087636311758413e-05,0.00013189338215144946,90,prompt_all
drug_poisoning_vs_nondrug_poisoning_ccs,27,4.0,0.4649338336981297,0.00022420053743796113,0.0001826411342477109,0.0002641795928118679,90,prompt_all
drug_poisoning_vs_nondrug_poisoning_ccs,27,6.0,0.46504637214975447,0.0003367389890627237,0.00027424991956245825,0.0003959351936807959,90,prompt_all
eye_inflammation_vs_other_eye_ccs,27,-6.0,-8.024672667449341,-0.014171945940082272,-0.01489666043741939,-0.013389199818484486,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,-4.0,-8.019949002098292,-0.00944828058903416,-0.009957989293616265,-0.008921101883364221,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,-2.0,-8.015224073920399,-0.004723352411140998,-0.004972672301810235,-0.004472098578698934,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,-1.0,-8.012862135702743,-0.0023614141934861737,-0.0024825037472570935,-0.002231998199907442,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,0.0,-8.010500721509258,0.0,0.0,0.0,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,1.0,-8.008138450079908,0.0023622714293499787,0.0022315622109454125,0.0024813596120414633,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,2.0,-8.005776459273571,0.004724262235686183,0.004465246056594575,0.004968268170099085,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,4.0,-8.001052419949945,0.009448301559314132,0.00893524391305012,0.009939035553252325,120,prompt_all
eye_inflammation_vs_other_eye_ccs,27,6.0,-7.996331379888579,0.014169341620678703,0.01344993435118037,0.014915475690892587,120,prompt_all
infectious_etiology_ccs,33,-6.0,-17.88539000626964,-0.011041663214564323,-0.011181552959606052,-0.0109066929637144,120,prompt_all
infectious_etiology_ccs,33,-4.0,-17.8817094071613,-0.007361064106225968,-0.007453928260753552,-0.007270101134975751,120,prompt_all
infectious_etiology_ccs,33,-2.0,-17.878028636937962,-0.003680293882886569,-0.003725209260980288,-0.0036350018500039974,120,prompt_all
infectious_etiology_ccs,33,-1.0,-17.87618867868247,-0.0018403356273969014,-0.0018623429909348488,-0.00181742529074351,120,prompt_all
infectious_etiology_ccs,33,0.0,-17.874348343055075,0.0,0.0,0.0,120,prompt_all
infectious_etiology_ccs,33,1.0,-17.8725079401241,0.0018404029309749604,0.0018173189895848432,0.0018629803073902924,120,prompt_all
infectious_etiology_ccs,33,2.0,-17.870667170748735,0.003681172306338946,0.0036348345161726077,0.00372652412392199,120,prompt_all
infectious_etiology_ccs,33,4.0,-17.866987423490112,0.007360919564962387,0.007270035712669294,0.0074533710690836115,120,prompt_all
infectious_etiology_ccs,33,6.0,-17.86330614401959,0.011042199035485586,0.010904619234303633,0.01117969443400701,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,-6.0,7.295274437934471,-0.006594284623861313,-0.006670991641779741,-0.006518674343824387,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,-4.0,7.297472539514614,-0.004396183043718338,-0.004444900179902712,-0.004346426092088222,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,-2.0,7.299670885225448,-0.0021978373328844707,-0.002223249798019727,-0.0021727743620673814,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,-1.0,7.300769707034343,-0.0010990155239899953,-0.0011116226079563299,-0.0010865544217328231,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,0.0,7.301868722558333,0.0,0.0,0.0,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,1.0,7.30296793005895,0.0010992075006167094,0.0010868218975762524,0.0011115445755422117,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,2.0,7.304066718588584,0.002197996030251185,0.002173775558670362,0.002222931801031033,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,4.0,7.306264849225991,0.004396126667658488,0.004346389037867387,0.004446098171174526,120,prompt_all
intracranial_injury_vs_upper_limb_fracture_ccs,33,6.0,7.308462687552287,0.006593964993953705,0.00651755819718043,0.006667035706341267,120,prompt_all
joint_dislocation_vs_sprain_ccs,24,-6.0,-28.808216155829097,-0.009222073430268495,-0.009669559103977186,-0.008780834579617173,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,-4.0,-28.805145121020306,-0.006151038621479243,-0.0064471762894718985,-0.0058618635275457095,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,-2.0,-28.802069291558606,-0.0030752091597783947,-0.003220972998992782,-0.0029277747338175477,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,-1.0,-28.800533729827936,-0.0015396474291086563,-0.0016170392718848625,-0.0014666169021831023,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,0.0,-28.798994082398828,0.0,0.0,0.0,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,1.0,-28.797460311357796,0.0015337710410319998,0.001460042245076586,0.0016094517011843695,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,2.0,-28.795924799963057,0.0030692824357709684,0.0029219277038589333,0.003216776136433313,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,4.0,-28.792853563380262,0.00614051901856346,0.005845906367575677,0.006430916464801959,102,prompt_all
joint_dislocation_vs_sprain_ccs,24,6.0,-28.789781808325287,0.009212274073540945,0.008789987256821797,0.00967167957759218,102,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-6.0,-0.39526502831204197,-0.017347634326991587,-0.01823921244373196,-0.016413025658556155,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-4.0,-0.3894823966243772,-0.01156500263932685,-0.012141562681493573,-0.010948101333160593,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-2.0,-0.3836978236394316,-0.0057804296543811995,-0.00607549711313671,-0.005464934494439149,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-1.0,-0.38080589871160553,-0.0028885047265551594,-0.0030387129657386443,-0.0027309168401825445,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,0.0,-0.37791739398505036,0.0,0.0,0.0,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,1.0,-0.3750257029676201,0.0028916910174302756,0.0027342845472109424,0.0030406476693072663,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,2.0,-0.37213504080746135,0.005782353177589054,0.005476770692815383,0.006079643813148626,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,4.0,-0.36635293449486805,0.011564459490182344,0.010934498226512612,0.012140268240497486,120,prompt_all
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,6.0,-0.36057521660219816,0.017342177382852243,0.016428746930607002,0.01824465941221812,120,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,-6.0,-7.127994760454289,-1.568543283562911e-08,-5.124169483519437e-07,4.559232477556195e-07,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,-4.0,-7.127994492756235,2.520126208924411e-07,-2.9909506178738775e-07,8.344650268554688e-07,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,-2.0,-7.127994329627734,4.151411223829838e-07,-1.2550960507309226e-07,9.725491205851228e-07,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,-1.0,-7.1279944394257635,3.0534309253358004e-07,-2.049824647736131e-07,7.937351862589511e-07,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,0.0,-7.1279947447688565,0.0,0.0,0.0,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,1.0,-7.127994317079388,4.276894686514871e-07,-1.213006805955318e-07,9.80862399988007e-07,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,2.0,-7.127994064021071,6.807477850663034e-07,2.342357970120614e-07,1.1461084349113594e-06,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,4.0,-7.127994335901907,4.0886694924873216e-07,-8.161653552139013e-08,8.951415095412937e-07,114,prompt_all
open_wounds_head_trunk_vs_extremity_ccs,33,6.0,-7.127994369364163,3.754046925327234e-07,-9.100165283470823e-08,8.114597253632127e-07,114,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,-6.0,51.957545047949125,1.6624476787304352e-05,-4.330495373172501e-05,7.732726904123401e-05,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,-4.0,51.95754026345954,1.183998720080126e-05,-2.7651612025086555e-05,5.2694558623140124e-05,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,-2.0,51.95753446498565,6.041513309658816e-06,-1.420568611138151e-05,2.6505887053644966e-05,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,-1.0,51.95753297986229,4.5563899523889026e-06,-5.784717219891415e-06,1.5123484111730552e-05,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,0.0,51.95752842347234,0.0,0.0,0.0,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,1.0,51.95752697315498,-1.4503173588309437e-06,-1.1291791439968316e-05,8.442701982858123e-06,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,2.0,51.957522806880654,-5.616591685490372e-06,-2.5137742077276923e-05,1.3982959835630021e-05,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,4.0,51.95751935993651,-9.06353582953064e-06,-5.070884258505733e-05,3.0278470196662944e-05,120,prompt_all
pregnancy_complications_vs_birth_puerperium_ccs,28,6.0,51.95751183779384,-1.658567850123897e-05,-7.82589447173147e-05,4.249786312660336e-05,120,prompt_all
