axis_id,side,split,pair_id,template_id,label_logprob_diff,prompt
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0004_fbc745847e,7,4.031425982713699,"For ICD concept 249.21, 'Secondary diabetes mellitus with hyperosmolarity, uncontrolled', the contrastive label should be"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0004_fbc745847e,1,-7.001038670539856,Clinical coding note: ICD V45.85 is described as Insulin pump status. The contrastive medical concept is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0004_fbc745847e,2,-5.915668487548828,Medical ontology entry: Insulin pump status (V45.85). The best concept label is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0004_fbc745847e,3,-10.61650836840272,A clinician reviews the diagnosis 'Insulin pump status' with ICD code V45.85. This diagnosis belongs to the concept
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0004_fbc745847e,4,-9.772709608078003,"In a diagnostic terminology table, V45.85 means Insulin pump status. The relevant concept category is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0004_fbc745847e,5,-13.102877674624324,Coding audit: diagnosis=V45.85; description=Insulin pump status. Assign the medical concept label:
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0004_fbc745847e,6,-11.223632216453552,EHR problem list item: Insulin pump status. The high-level concept represented by this item is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0004_fbc745847e,7,-12.12747449008748,"For ICD concept V45.85, 'Insulin pump status', the contrastive label should be"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0005_040bc72588,1,6.549326881766319,"Clinical coding note: ICD 249.41 is described as Secondary diabetes mellitus with renal manifestations, uncontrolled. The contrastive medical concept is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0005_040bc72588,2,12.657776832580566,"Medical ontology entry: Secondary diabetes mellitus with renal manifestations, uncontrolled (249.41). The best concept label is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0005_040bc72588,3,13.889342546463013,"A clinician reviews the diagnosis 'Secondary diabetes mellitus with renal manifestations, uncontrolled' with ICD code 249.41. This diagnosis belongs to the concept"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0005_040bc72588,4,5.922603607177734,"In a diagnostic terminology table, 249.41 means Secondary diabetes mellitus with renal manifestations, uncontrolled. The relevant concept category is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0005_040bc72588,5,10.191162347793579,"Coding audit: diagnosis=249.41; description=Secondary diabetes mellitus with renal manifestations, uncontrolled. Assign the medical concept label:"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0005_040bc72588,6,11.877702713012695,"EHR problem list item: Secondary diabetes mellitus with renal manifestations, uncontrolled. The high-level concept represented by this item is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0005_040bc72588,7,6.782324433326721,"For ICD concept 249.41, 'Secondary diabetes mellitus with renal manifestations, uncontrolled', the contrastive label should be"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0005_040bc72588,1,-5.986934661865234,Clinical coding note: ICD 790.29 is described as Other abnormal glucose. The contrastive medical concept is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0005_040bc72588,2,-8.446348667144775,Medical ontology entry: Other abnormal glucose (790.29). The best concept label is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0005_040bc72588,3,-7.227393627166748,A clinician reviews the diagnosis 'Other abnormal glucose' with ICD code 790.29. This diagnosis belongs to the concept
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0005_040bc72588,4,-2.3895440101623535,"In a diagnostic terminology table, 790.29 means Other abnormal glucose. The relevant concept category is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0005_040bc72588,5,-8.781444311141968,Coding audit: diagnosis=790.29; description=Other abnormal glucose. Assign the medical concept label:
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0005_040bc72588,6,-12.919638395309448,EHR problem list item: Other abnormal glucose. The high-level concept represented by this item is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0005_040bc72588,7,-10.198396682739258,"For ICD concept 790.29, 'Other abnormal glucose', the contrastive label should be"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0006_88431f29ea,1,5.574515845626593,"Clinical coding note: ICD 250.33 is described as Diabetes mellitus with other coma, type I [juvenile type], uncontrolled. The contrastive medical concept is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0006_88431f29ea,2,4.795337576419115,"Medical ontology entry: Diabetes mellitus with other coma, type I [juvenile type], uncontrolled (250.33). The best concept label is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0006_88431f29ea,3,10.367208242416382,"A clinician reviews the diagnosis 'Diabetes mellitus with other coma, type I [juvenile type], uncontrolled' with ICD code 250.33. This diagnosis belongs to the concept"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0006_88431f29ea,4,4.838724374771118,"In a diagnostic terminology table, 250.33 means Diabetes mellitus with other coma, type I [juvenile type], uncontrolled. The relevant concept category is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0006_88431f29ea,5,3.9492735862731934,"Coding audit: diagnosis=250.33; description=Diabetes mellitus with other coma, type I [juvenile type], uncontrolled. Assign the medical concept label:"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0006_88431f29ea,6,6.24909770488739,"EHR problem list item: Diabetes mellitus with other coma, type I [juvenile type], uncontrolled. The high-level concept represented by this item is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0006_88431f29ea,7,5.389803902246058,"For ICD concept 250.33, 'Diabetes mellitus with other coma, type I [juvenile type], uncontrolled', the contrastive label should be"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0006_88431f29ea,1,-1.7956292629241943,Clinical coding note: ICD 790.21 is described as Impaired fasting glucose. The contrastive medical concept is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0006_88431f29ea,2,-1.6861085891723633,Medical ontology entry: Impaired fasting glucose (790.21). The best concept label is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0006_88431f29ea,3,-7.081438630819321,A clinician reviews the diagnosis 'Impaired fasting glucose' with ICD code 790.21. This diagnosis belongs to the concept
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0006_88431f29ea,4,-1.722609519958496,"In a diagnostic terminology table, 790.21 means Impaired fasting glucose. The relevant concept category is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0006_88431f29ea,5,-3.9811136722564697,Coding audit: diagnosis=790.21; description=Impaired fasting glucose. Assign the medical concept label:
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0006_88431f29ea,6,-9.62266731262207,EHR problem list item: Impaired fasting glucose. The high-level concept represented by this item is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0006_88431f29ea,7,-6.669712699949741,"For ICD concept 790.21, 'Impaired fasting glucose', the contrastive label should be"
diabetes_complication_status_ccs,positive,test,diabetes_complication_status_ccs_0007_0a90e5d734,8,3.693772792816162,"The diagnosis text is 'Secondary diabetes mellitus with unspecified complication, uncontrolled'. In this experiment, its medical concept side is"
diabetes_complication_status_ccs,positive,test,diabetes_complication_status_ccs_0007_0a90e5d734,9,9.564034521579742,"Medical concept extraction task. Input diagnosis: Secondary diabetes mellitus with unspecified complication, uncontrolled. Output concept:"
diabetes_complication_status_ccs,positive,test,diabetes_complication_status_ccs_0007_0a90e5d734,10,5.906149327754974,"Given the ICD description Secondary diabetes mellitus with unspecified complication, uncontrolled and code 249.91, classify the concept as"
diabetes_complication_status_ccs,negative,test,diabetes_complication_status_ccs_0007_0a90e5d734,8,-2.352997303009033,"The diagnosis text is 'Encounter for insulin pump training'. In this experiment, its medical concept side is"
diabetes_complication_status_ccs,negative,test,diabetes_complication_status_ccs_0007_0a90e5d734,9,-14.498900413513184,Medical concept extraction task. Input diagnosis: Encounter for insulin pump training. Output concept:
diabetes_complication_status_ccs,negative,test,diabetes_complication_status_ccs_0007_0a90e5d734,10,-12.303191274404526,"Given the ICD description Encounter for insulin pump training and code V65.46, classify the concept as"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0008_054993bc2a,1,4.5379326939582825,"Clinical coding note: ICD 249.51 is described as Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled. The contrastive medical concept is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0008_054993bc2a,2,13.288330554962158,"Medical ontology entry: Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled (249.51). The best concept label is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0008_054993bc2a,3,13.680741399526596,"A clinician reviews the diagnosis 'Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled' with ICD code 249.51. This diagnosis belongs to the concept"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0008_054993bc2a,4,9.101944327354431,"In a diagnostic terminology table, 249.51 means Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled. The relevant concept category is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0008_054993bc2a,5,10.252460718154907,"Coding audit: diagnosis=249.51; description=Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled. Assign the medical concept label:"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0008_054993bc2a,6,14.226272195577621,"EHR problem list item: Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled. The high-level concept represented by this item is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0008_054993bc2a,7,6.149924218654633,"For ICD concept 249.51, 'Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled', the contrastive label should be"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0008_054993bc2a,1,-5.699627727270126,Clinical coding note: ICD 790.22 is described as Impaired glucose tolerance test (oral). The contrastive medical concept is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0008_054993bc2a,2,-7.255585193634033,Medical ontology entry: Impaired glucose tolerance test (oral) (790.22). The best concept label is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0008_054993bc2a,3,-7.585585325956345,A clinician reviews the diagnosis 'Impaired glucose tolerance test (oral)' with ICD code 790.22. This diagnosis belongs to the concept
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0008_054993bc2a,4,0.8236799240112305,"In a diagnostic terminology table, 790.22 means Impaired glucose tolerance test (oral). The relevant concept category is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0008_054993bc2a,5,-2.7356629371643066,Coding audit: diagnosis=790.22; description=Impaired glucose tolerance test (oral). Assign the medical concept label:
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0008_054993bc2a,6,-9.48078191280365,EHR problem list item: Impaired glucose tolerance test (oral). The high-level concept represented by this item is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0008_054993bc2a,7,-10.053150360938162,"For ICD concept 790.22, 'Impaired glucose tolerance test (oral)', the contrastive label should be"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0009_e512b02a6e,1,-0.07499861717224121,"Clinical coding note: ICD 250.13 is described as type I diabetes mellitus [juvenile type], uncontrolled, with ketoacidosis. The contrastive medical concept is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0009_e512b02a6e,2,5.50977897644043,"Medical ontology entry: type I diabetes mellitus [juvenile type], uncontrolled, with ketoacidosis (250.13). The best concept label is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0009_e512b02a6e,3,13.029706090688705,"A clinician reviews the diagnosis 'type I diabetes mellitus [juvenile type], uncontrolled, with ketoacidosis' with ICD code 250.13. This diagnosis belongs to the concept"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0009_e512b02a6e,4,6.2027482986450195,"In a diagnostic terminology table, 250.13 means type I diabetes mellitus [juvenile type], uncontrolled, with ketoacidosis. The relevant concept category is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0009_e512b02a6e,5,4.650446176528931,"Coding audit: diagnosis=250.13; description=type I diabetes mellitus [juvenile type], uncontrolled, with ketoacidosis. Assign the medical concept label:"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0009_e512b02a6e,6,6.577717192471027,"EHR problem list item: type I diabetes mellitus [juvenile type], uncontrolled, with ketoacidosis. The high-level concept represented by this item is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0009_e512b02a6e,7,1.0499968528747559,"For ICD concept 250.13, 'type I diabetes mellitus [juvenile type], uncontrolled, with ketoacidosis', the contrastive label should be"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0009_e512b02a6e,1,-9.673983290791512,Clinical coding note: ICD V53.91 is described as Fitting and adjustment of insulin pump Insulin pump titration. The contrastive medical concept is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0009_e512b02a6e,2,-11.676079273223877,Medical ontology entry: Fitting and adjustment of insulin pump Insulin pump titration (V53.91). The best concept label is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0009_e512b02a6e,3,-9.575090736150742,A clinician reviews the diagnosis 'Fitting and adjustment of insulin pump Insulin pump titration' with ICD code V53.91. This diagnosis belongs to the concept
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0009_e512b02a6e,4,-11.565998706966639,"In a diagnostic terminology table, V53.91 means Fitting and adjustment of insulin pump Insulin pump titration. The relevant concept category is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0009_e512b02a6e,5,-13.347051920369267,Coding audit: diagnosis=V53.91; description=Fitting and adjustment of insulin pump Insulin pump titration. Assign the medical concept label:
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0009_e512b02a6e,6,-12.36698979139328,EHR problem list item: Fitting and adjustment of insulin pump Insulin pump titration. The high-level concept represented by this item is
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0009_e512b02a6e,7,-9.46401971578598,"For ICD concept V53.91, 'Fitting and adjustment of insulin pump Insulin pump titration', the contrastive label should be"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0010_e2458addb3,1,4.805278912186623,"Clinical coding note: ICD 249.61 is described as Secondary diabetes mellitus with neurological manifestations, uncontrolled. The contrastive medical concept is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0010_e2458addb3,2,12.24156403541565,"Medical ontology entry: Secondary diabetes mellitus with neurological manifestations, uncontrolled (249.61). The best concept label is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0010_e2458addb3,3,13.086776077747345,"A clinician reviews the diagnosis 'Secondary diabetes mellitus with neurological manifestations, uncontrolled' with ICD code 249.61. This diagnosis belongs to the concept"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0010_e2458addb3,4,9.198265552520752,"In a diagnostic terminology table, 249.61 means Secondary diabetes mellitus with neurological manifestations, uncontrolled. The relevant concept category is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0010_e2458addb3,5,9.752013921737671,"Coding audit: diagnosis=249.61; description=Secondary diabetes mellitus with neurological manifestations, uncontrolled. Assign the medical concept label:"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0010_e2458addb3,6,12.903820872306824,"EHR problem list item: Secondary diabetes mellitus with neurological manifestations, uncontrolled. The high-level concept represented by this item is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0010_e2458addb3,7,5.668178915977478,"For ICD concept 249.61, 'Secondary diabetes mellitus with neurological manifestations, uncontrolled', the contrastive label should be"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0010_e2458addb3,1,-12.641347881406546,"Clinical coding note: ICD 249.00 is described as Secondary diabetes mellitus, not stated as uncontrolled, or unspecified. The contrastive medical concept is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0010_e2458addb3,2,-4.968090534210205,"Medical ontology entry: Secondary diabetes mellitus, not stated as uncontrolled, or unspecified (249.00). The best concept label is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0010_e2458addb3,3,-10.662454783916473,"A clinician reviews the diagnosis 'Secondary diabetes mellitus, not stated as uncontrolled, or unspecified' with ICD code 249.00. This diagnosis belongs to the concept"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0010_e2458addb3,4,-5.879828095436096,"In a diagnostic terminology table, 249.00 means Secondary diabetes mellitus, not stated as uncontrolled, or unspecified. The relevant concept category is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0010_e2458addb3,5,-6.451971657574177,"Coding audit: diagnosis=249.00; description=Secondary diabetes mellitus, not stated as uncontrolled, or unspecified. Assign the medical concept label:"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0010_e2458addb3,6,-4.293673515319824,"EHR problem list item: Secondary diabetes mellitus, not stated as uncontrolled, or unspecified. The high-level concept represented by this item is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0010_e2458addb3,7,-7.014085941016674,"For ICD concept 249.00, 'Secondary diabetes mellitus, not stated as uncontrolled, or unspecified', the contrastive label should be"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0011_a78d4f4e43,1,1.365586757659912,"Clinical coding note: ICD 250.23 is described as Diabetes mellitus, type I [juvenile type] with hyperosmolarity, uncontrolled. The contrastive medical concept is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0011_a78d4f4e43,2,4.8535685539245605,"Medical ontology entry: Diabetes mellitus, type I [juvenile type] with hyperosmolarity, uncontrolled (250.23). The best concept label is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0011_a78d4f4e43,3,10.500613749027252,"A clinician reviews the diagnosis 'Diabetes mellitus, type I [juvenile type] with hyperosmolarity, uncontrolled' with ICD code 250.23. This diagnosis belongs to the concept"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0011_a78d4f4e43,4,5.626285791397095,"In a diagnostic terminology table, 250.23 means Diabetes mellitus, type I [juvenile type] with hyperosmolarity, uncontrolled. The relevant concept category is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0011_a78d4f4e43,5,6.601018905639648,"Coding audit: diagnosis=250.23; description=Diabetes mellitus, type I [juvenile type] with hyperosmolarity, uncontrolled. Assign the medical concept label:"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0011_a78d4f4e43,6,5.542850315570831,"EHR problem list item: Diabetes mellitus, type I [juvenile type] with hyperosmolarity, uncontrolled. The high-level concept represented by this item is"
diabetes_complication_status_ccs,positive,train,diabetes_complication_status_ccs_0011_a78d4f4e43,7,0.6305489540100098,"For ICD concept 250.23, 'Diabetes mellitus, type I [juvenile type] with hyperosmolarity, uncontrolled', the contrastive label should be"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0011_a78d4f4e43,1,-2.8646939173340797,"Clinical coding note: ICD 250.01 is described as type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, without mention of complication. The contrastive medical concept is"
diabetes_complication_status_ccs,negative,train,diabetes_complication_status_ccs_0011_a78d4f4e43,2,0.23657512664794922,"Medical ontology entry: type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, without mention of complication (250.01). The best concept label is"
