axis_id,layer,position,count,mean_normalized_score,median_normalized_score,std_normalized_score,ci_low,ci_high
congenital_cardiac_vs_other_congenital_ccs,28,-3,16,0.007991245359453386,0.005895285050261444,0.04618511540764518,-0.011976716498319705,0.031327928467354486
congenital_cardiac_vs_other_congenital_ccs,28,-2,16,0.01167535030815052,0.007259679483199651,0.03226928194766631,-0.0034602328440355673,0.027116922044762376
congenital_cardiac_vs_other_congenital_ccs,28,-1,16,0.0016496622456486192,0.030760789382039938,0.9146043479795519,-0.4513451359007743,0.4320622295596697
congenital_cardiac_vs_other_congenital_ccs,29,-4,16,-0.003114702068071575,-0.0010470823046793423,0.009785337117893735,-0.007929995400494024,0.0013105202826638465
congenital_cardiac_vs_other_congenital_ccs,29,-3,16,0.0053310799119259435,0.002713844769087638,0.04595322157982055,-0.014262631728846118,0.02772105111259719
congenital_cardiac_vs_other_congenital_ccs,29,-2,16,0.01257998988021991,0.00658400567258605,0.019913376941916965,0.003336355584291817,0.022426245608398145
congenital_cardiac_vs_other_congenital_ccs,29,-1,16,0.014616037080639879,0.0271661523010597,0.9189914576363839,-0.4165178296430439,0.4371098920265021
diabetes_complication_status_ccs,19,-4,3,0.007210812161393479,0.008006775735594978,0.005852630676903258,0.0010009359041877038,0.012624724844397755
diabetes_complication_status_ccs,19,-3,3,0.0006352526224480559,-0.0006964757070339369,0.00404785627615535,-0.002578962487097955,0.005181196061476059
diabetes_complication_status_ccs,19,-2,3,0.002932183380201831,0.0023266259175497525,0.013878191086799883,-0.01063331690792157,0.01710324113097731
diabetes_complication_status_ccs,19,-1,3,-0.002487757237572915,0.0030563349688600963,0.011315030929972512,-0.015505641820443545,0.004986035138864704
diabetes_complication_status_ccs,20,-4,3,0.006714536984944231,0.006636757214966812,0.005428966213379346,0.001324878548645641,0.01218197519122024
diabetes_complication_status_ccs,20,-3,3,0.0005910472388743968,-0.0023820364425551845,0.006699525127832965,-0.004107410274160023,0.008262588433338398
diabetes_complication_status_ccs,20,-2,3,0.005149773135795086,0.00683235816570169,0.013781216609574962,-0.009395482745749483,0.01801244398743305
diabetes_complication_status_ccs,20,-1,3,-0.000954705268357808,0.003084429295255076,0.008833399078554039,-0.011085559948831009,0.0051370148485025075
diabetes_complication_status_ccs,21,-4,3,0.005325377725521732,0.005636038040772751,0.004534939048273463,0.0006430960773286974,0.009696999058463746
diabetes_complication_status_ccs,21,-3,3,-3.749254657397366e-05,-0.0023236807379433382,0.005799850010795598,-0.00434584484730173,0.006557047945523147
diabetes_complication_status_ccs,21,-2,3,0.006659737960448467,0.01071299839307335,0.01269421012912205,-0.007566125047367422,0.016832340535639475
diabetes_complication_status_ccs,21,-1,3,0.007173832261170931,0.0031882545573482905,0.007973669528773326,0.0019787296608424427,0.01635451256532206
diabetes_complication_status_ccs,22,-4,3,0.005246822070403827,0.004089675540776009,0.005336257096306833,0.0005840788279256263,0.011066711842509845
diabetes_complication_status_ccs,22,-3,3,-6.804698303837914e-05,-0.0016412926270287943,0.0039522773640193725,-0.002991433590935339,0.004428585268848996
diabetes_complication_status_ccs,22,-2,3,0.005989996210067961,0.012242789470304464,0.011429475157362845,-0.0072016790901284385,0.012928878250027859
diabetes_complication_status_ccs,22,-1,3,0.004387636419767061,-0.0020647718690164516,0.013508825597480453,-0.004685069528986491,0.019912750657304124
diabetes_complication_status_ccs,23,-4,3,0.0018551069384183138,0.002863366237846299,0.0019239131904527109,-0.0003633744410278451,0.003065329018436487
diabetes_complication_status_ccs,23,-3,3,-0.00021173800420137603,-0.0011420219778317366,0.004180046852645566,-0.003848268906174011,0.0043550768714016195
diabetes_complication_status_ccs,23,-2,3,0.00507771784119855,0.010426986766904832,0.012476483131418829,-0.009181459029489846,0.01398762578618066
diabetes_complication_status_ccs,23,-1,3,0.0014167432014422013,-0.0010529370517908835,0.01367235948017023,-0.01085245026713398,0.016155616923251466
drug_poisoning_vs_nondrug_poisoning_ccs,25,-4,15,-0.003111324111457331,0.0003917310619818461,0.015324446145729934,-0.011552464717230114,0.0017725662723937982
drug_poisoning_vs_nondrug_poisoning_ccs,25,-3,15,-0.0010277873704730006,-0.0007451549402282208,0.004743548269922819,-0.0035327658648600232,0.0011020512712471094
drug_poisoning_vs_nondrug_poisoning_ccs,25,-2,15,0.0007493621328181674,0.00017730221886852677,0.005996333027391072,-0.0021291613144717365,0.003746487873211685
drug_poisoning_vs_nondrug_poisoning_ccs,25,-1,15,0.002570187341723133,-0.0008205822534625993,0.010371482740553349,-0.0014472614256143585,0.008232466967378468
drug_poisoning_vs_nondrug_poisoning_ccs,26,-4,15,-0.0028521641831699,0.00022199772403886032,0.013514721526073244,-0.010256961256451135,0.0016158966534367072
drug_poisoning_vs_nondrug_poisoning_ccs,26,-3,15,-1.5787974391082987e-05,-9.471491963574397e-05,0.005039966227276793,-0.002213689631921623,0.00273257055652771
drug_poisoning_vs_nondrug_poisoning_ccs,26,-2,15,-0.0010657407527239436,-0.0008829071551239037,0.004016543655314418,-0.0030615443184735165,0.0008109731927833222
drug_poisoning_vs_nondrug_poisoning_ccs,26,-1,15,0.0019036935915305003,-0.000832473056579246,0.006515917665486561,-0.0007249786874034531,0.005494231456618969
drug_poisoning_vs_nondrug_poisoning_ccs,27,-4,15,-0.0008987898833317902,-0.000588106406603628,0.0030480460298511116,-0.00240923232998571,0.0005399395784744138
drug_poisoning_vs_nondrug_poisoning_ccs,27,-3,15,1.067104323097378e-06,-0.00017373608294040006,0.004380491133787277,-0.0018769319730933215,0.0023572331155374453
drug_poisoning_vs_nondrug_poisoning_ccs,27,-2,15,-0.0006833894736613375,-0.00044674207928210733,0.003411381729623618,-0.002364082648817289,0.000968572934912748
drug_poisoning_vs_nondrug_poisoning_ccs,27,-1,15,0.0021902977575542727,0.0007975521397038884,0.005252391941827016,-0.00016182113063357555,0.0049656755464749245
drug_poisoning_vs_nondrug_poisoning_ccs,28,-4,15,-0.0007236672189725078,-0.00021344253589450674,0.003774677605326001,-0.002722328166223743,0.000935524557329412
drug_poisoning_vs_nondrug_poisoning_ccs,28,-3,15,0.0003791746780949134,-0.0003110019108085039,0.0057746673964266665,-0.0018770864916210022,0.0035284564446871184
drug_poisoning_vs_nondrug_poisoning_ccs,28,-2,15,3.428262423588659e-05,-0.0005122218030447116,0.003104605299935005,-0.0013703546868041301,0.0016279780976055347
drug_poisoning_vs_nondrug_poisoning_ccs,28,-1,15,0.002117736914375687,0.0004541526483515136,0.005738576156364941,-0.00034023847345534056,0.005088158211531648
drug_poisoning_vs_nondrug_poisoning_ccs,29,-4,15,4.8186711467710445e-05,-6.535335268166489e-05,0.003168633104184738,-0.0013820335026863643,0.0016968037622457981
drug_poisoning_vs_nondrug_poisoning_ccs,29,-3,15,0.0004056403486830438,-4.53148551194112e-05,0.005828958902830997,-0.0018434256495118986,0.003598270090885624
drug_poisoning_vs_nondrug_poisoning_ccs,29,-2,15,4.4980228090744256e-05,-0.0006567502108946036,0.0035832241663393822,-0.0015324486186818337,0.0019407337025391306
drug_poisoning_vs_nondrug_poisoning_ccs,29,-1,15,0.0019253421061663847,-4.239049891623346e-05,0.005487845861393252,-0.0005477256697833765,0.00482673643825805
eye_inflammation_vs_other_eye_ccs,25,-4,30,0.012278052903816195,6.109744088218123e-05,0.11294100611451637,-0.017720418313351128,0.0579347948593452
eye_inflammation_vs_other_eye_ccs,25,-3,30,0.06114338776947257,0.006341399257915685,0.3123263917902273,-0.019070323284636363,0.185914253668837
eye_inflammation_vs_other_eye_ccs,25,-2,30,-0.05667850417748833,-0.00031379940893918267,0.3460952860320027,-0.18764929190146756,0.01469875868857455
eye_inflammation_vs_other_eye_ccs,25,-1,30,-0.3445628684071436,0.022251962332350717,4.484711993575064,-2.1774078970175776,0.8266484256970106
eye_inflammation_vs_other_eye_ccs,26,-4,30,0.007982409116757832,0.0015064584509015926,0.09168746260739997,-0.020113712419382243,0.04462153471016072
eye_inflammation_vs_other_eye_ccs,26,-3,30,0.024274443987652057,0.005243691368009694,0.38816239479834314,-0.10885961664991366,0.1728610530573072
eye_inflammation_vs_other_eye_ccs,26,-2,30,-0.08720274523347529,-0.0011004194716875701,0.3829532265287252,-0.24425586040168482,0.007298228107411808
eye_inflammation_vs_other_eye_ccs,26,-1,30,-0.2855951502130806,0.04213862705543059,4.879725760020395,-2.3076506044325567,1.0874345024119842
eye_inflammation_vs_other_eye_ccs,27,-4,30,0.028270500154705606,0.002081936067976341,0.11319843057333931,-0.002610260779788354,0.07383986680659665
eye_inflammation_vs_other_eye_ccs,27,-3,30,0.0002437721857501511,0.006559134640986274,0.3980842780899364,-0.15475825457204362,0.13727915488182207
eye_inflammation_vs_other_eye_ccs,27,-2,30,-0.06101132420729551,-0.0021873917556071904,0.3259782195510374,-0.18740592425846087,0.010489541493668939
eye_inflammation_vs_other_eye_ccs,27,-1,30,-0.36530269527470133,0.057037966086177276,5.938942150150561,-2.7550546473343873,1.2720443023555454
eye_inflammation_vs_other_eye_ccs,28,-4,30,0.010307256164711062,0.0015960628987173081,0.04371925903953611,-0.002681906019795332,0.027109689233724362
eye_inflammation_vs_other_eye_ccs,28,-3,30,0.03125019654394504,0.006035058520036177,0.32612672155838807,-0.07044102981017548,0.15575071874489863
eye_inflammation_vs_other_eye_ccs,28,-2,30,-0.05533811491938967,0.0002176323265228565,0.28151351318950135,-0.16813234748879846,0.010404151758421012
eye_inflammation_vs_other_eye_ccs,28,-1,30,-0.4782784982895069,0.057342329332423655,6.903643834465539,-3.2792438941046957,1.400304986678692
eye_inflammation_vs_other_eye_ccs,29,-4,30,0.010061259095741393,0.001833693986343336,0.03938472073458766,-0.001624808509505293,0.025779267819382962
eye_inflammation_vs_other_eye_ccs,29,-3,30,0.02994065587903636,0.006977172781507562,0.356489196085949,-0.0855956540639294,0.1668568002580873
eye_inflammation_vs_other_eye_ccs,29,-2,30,-0.04158769470820005,-0.0003762690372643567,0.17514136658872057,-0.11134195416324236,0.0009136218736296585
eye_inflammation_vs_other_eye_ccs,29,-1,30,-0.4918051302272396,0.08353264726853862,6.961891451998342,-3.2783662587311864,1.3940763007656611
infectious_etiology_ccs,31,-4,26,0.0011512064229137536,0.0010265865388415043,0.001556145548853234,0.0005666340391355249,0.0017527262430533147
infectious_etiology_ccs,31,-3,26,0.0068588557746726226,0.0057624722413713025,0.004833438848896293,0.0051718173850664045,0.008795093394547484
infectious_etiology_ccs,31,-2,26,-0.00044209851429370846,-0.00019794777905183825,0.0022361687606922737,-0.0012746757960375686,0.00038441876892440535
infectious_etiology_ccs,31,-1,26,0.1871383566969305,0.14318077485771488,0.16215220158558283,0.13455213211319103,0.2543616133483363
infectious_etiology_ccs,32,-4,26,0.0011718958580086206,0.0009404063287589822,0.0011432202147408964,0.0007700682037945606,0.0016250694508076625
infectious_etiology_ccs,32,-3,26,0.00620242825101689,0.00568658981059141,0.004229501838667261,0.004719590052656108,0.007922244904055846
infectious_etiology_ccs,32,-2,26,-0.0014581619356006546,-0.0011778839828335266,0.0021144323712559473,-0.002269801065280162,-0.00070136516157124
infectious_etiology_ccs,32,-1,26,0.18395033034866334,0.13572245479588801,0.1600440980643418,0.130898132158745,0.24953592380728293
infectious_etiology_ccs,33,-4,26,0.0,0.0,0.0,0.0,0.0
infectious_etiology_ccs,33,-3,26,0.0,0.0,0.0,0.0,0.0
infectious_etiology_ccs,33,-2,26,0.0,0.0,0.0,0.0,0.0
infectious_etiology_ccs,33,-1,26,0.16594510710957436,0.12406085974381463,0.298374648457668,0.05971950136891955,0.2837543646013305
intracranial_injury_vs_upper_limb_fracture_ccs,31,-4,30,-0.000318249969075454,-0.00026536714311615225,0.0006422844342672614,-0.000545904749082818,-8.778546015970801e-05
intracranial_injury_vs_upper_limb_fracture_ccs,31,-3,30,0.0057837998380717804,0.004564687963101091,0.0050096892806343486,0.00418772617203076,0.007712140999399072
intracranial_injury_vs_upper_limb_fracture_ccs,31,-2,30,-0.002632746370581997,-0.0022573328322716374,0.0016394395533283399,-0.0032490895156924863,-0.002091546338813997
intracranial_injury_vs_upper_limb_fracture_ccs,31,-1,30,0.06836805999350146,0.057325338728711504,0.09781555746769201,0.03475577986832613,0.10396690164632597
intracranial_injury_vs_upper_limb_fracture_ccs,32,-4,30,-0.00035934447407564364,-0.00032707030390963465,0.0005895370216483773,-0.0005689313313586663,-0.0001550617799900118
intracranial_injury_vs_upper_limb_fracture_ccs,32,-3,30,0.005881001362591019,0.004674482115526785,0.004550009562530423,0.0044081256620726005,0.007542737904694386
intracranial_injury_vs_upper_limb_fracture_ccs,32,-2,30,-0.002198660463733579,-0.002053203346818827,0.0016049757585160378,-0.0027927084292464445,-0.001667616669945187
intracranial_injury_vs_upper_limb_fracture_ccs,32,-1,30,0.034047393885661754,0.018022581578618913,0.09385357478249244,0.0015738720589150905,0.06726438282504398
intracranial_injury_vs_upper_limb_fracture_ccs,33,-4,30,0.0,0.0,0.0,0.0,0.0
intracranial_injury_vs_upper_limb_fracture_ccs,33,-3,30,0.0,0.0,0.0,0.0,0.0
intracranial_injury_vs_upper_limb_fracture_ccs,33,-2,30,0.0,0.0,0.0,0.0,0.0
intracranial_injury_vs_upper_limb_fracture_ccs,33,-1,30,-3.6448874842947423,-3.4109917870572266,0.9382019006668798,-3.99441077285671,-3.3391583906775057
joint_dislocation_vs_sprain_ccs,22,-4,17,-0.008486152526570293,-0.005772782608229707,0.011724028345212321,-0.014113206048801325,-0.0033719842079380103
joint_dislocation_vs_sprain_ccs,22,-3,17,0.022702792828394963,0.027338964891549897,0.03586844037023364,0.006623632848082638,0.03893808186645614
joint_dislocation_vs_sprain_ccs,22,-2,17,0.0407816438286899,0.011105099218443562,0.07945514040200088,0.012510322760313282,0.08251315133887797
joint_dislocation_vs_sprain_ccs,22,-1,17,0.005684770742837677,0.012684603452165422,0.09417029178959219,-0.03595435297719309,0.053034107017385416
joint_dislocation_vs_sprain_ccs,23,-4,17,-0.004337218417506188,-0.0010024795091542866,0.011516051997105998,-0.010144489273683225,0.00029953874637141375
joint_dislocation_vs_sprain_ccs,23,-3,17,0.02157761679537657,0.02304297406913397,0.0360151447538786,0.005483549308457276,0.03828696660611574
joint_dislocation_vs_sprain_ccs,23,-2,17,0.03774566697226733,0.012407015403356593,0.07831684566843138,0.00898256623690798,0.08062091780115534
joint_dislocation_vs_sprain_ccs,23,-1,17,0.007171404407521577,0.020271985555208972,0.09911884022805903,-0.03708524266029824,0.05469443932384356
joint_dislocation_vs_sprain_ccs,24,-4,17,-0.0025986883843568663,-0.0013641695846152923,0.005867619613037143,-0.005415537457842273,3.077205176214412e-05
joint_dislocation_vs_sprain_ccs,24,-3,17,-0.007270944347414963,-0.0007755109833578704,0.024976221302804403,-0.019260823557314594,0.003717532465895455
joint_dislocation_vs_sprain_ccs,24,-2,17,0.005182732551506109,0.003045648971638246,0.03482346327924604,-0.008958476027490232,0.022903142436686483
joint_dislocation_vs_sprain_ccs,24,-1,17,-0.037613683205161765,0.004970002788199254,0.18553309144495997,-0.13080883525867704,0.03990449213588141
joint_dislocation_vs_sprain_ccs,25,-4,17,-0.0024703336206321094,-0.0017241094545093667,0.0062125527638317675,-0.0054271100468583616,0.00036908218669688605
joint_dislocation_vs_sprain_ccs,25,-3,17,-0.007159231003471674,-0.0004752807108410472,0.022087059959549696,-0.01755904281976435,0.002989994167733414
joint_dislocation_vs_sprain_ccs,25,-2,17,0.0028149286977340346,0.0013207161169485014,0.022585549506952733,-0.006975773518875848,0.013916427967582655
joint_dislocation_vs_sprain_ccs,25,-1,17,-0.04148733873372629,0.004712787858352379,0.19072947298371623,-0.1346651948637541,0.040009562981423864
joint_dislocation_vs_sprain_ccs,26,-4,17,0.0006167257977824107,-0.0011705089178954246,0.008837035797294827,-0.0028193986937277253,0.005216936083832581
joint_dislocation_vs_sprain_ccs,26,-3,17,-0.004105576330788911,-0.0046877924530444905,0.01642457791543796,-0.011525717546904443,0.0035982622648632998
joint_dislocation_vs_sprain_ccs,26,-2,17,0.0007400636196702509,0.0003182501906922816,0.023928498198836256,-0.009894644083165212,0.011993802176182473
joint_dislocation_vs_sprain_ccs,26,-1,17,-0.008977224724040386,0.029072108784487488,0.18545703193767116,-0.09697446085537847,0.07357759540347412
musculoskeletal_infective_vs_nontraumatic_joint_ccs,24,-4,30,0.0997595323668779,-0.0008248436371972756,0.5646688939615179,-0.010350694918811309,0.3119066340774952
musculoskeletal_infective_vs_nontraumatic_joint_ccs,24,-3,30,-0.055691304826660334,0.011982112927767056,0.36273508750891265,-0.19712142056814952,0.031175859007065126
musculoskeletal_infective_vs_nontraumatic_joint_ccs,24,-2,30,-0.1252451852744121,-0.005548282509092102,0.6437295383215098,-0.366757213506029,0.003533350107386422
musculoskeletal_infective_vs_nontraumatic_joint_ccs,24,-1,30,-0.7754956087886452,0.054725501195810794,5.663547358698768,-2.992253157652643,0.5816845758675366
musculoskeletal_infective_vs_nontraumatic_joint_ccs,25,-4,30,0.08373158986986909,-0.0006957852885030159,0.476721227830435,-0.01118685704103328,0.26253565612879154
musculoskeletal_infective_vs_nontraumatic_joint_ccs,25,-3,30,-0.0583892603194698,0.010388170131574566,0.3657296094371372,-0.20636652611255288,0.029080709284896537
musculoskeletal_infective_vs_nontraumatic_joint_ccs,25,-2,30,-0.15051540372996441,-0.004332909834957994,0.8064090820197676,-0.4524102255764962,0.007516770732870137
musculoskeletal_infective_vs_nontraumatic_joint_ccs,25,-1,30,-0.6069902037134683,0.05292613401369318,5.033469755933763,-2.617606543291204,0.6890212171320679
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-4,30,0.05206699224756619,0.0001213422770949114,0.313372814194434,-0.013677792779507975,0.1716008313641373
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-3,30,-0.05384274967868066,0.006971862116575167,0.32705551800511584,-0.17784999335787133,0.02822925780193139
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-2,30,-0.12978936336267882,0.0028964043949947357,0.7219724205944695,-0.4011064578691444,0.013375491040784148
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,-1,30,-0.44821456247772534,0.08922821315064011,4.397384919371735,-2.213215233453142,0.7248882682703205
musculoskeletal_infective_vs_nontraumatic_joint_ccs,27,-4,30,0.08019078121134209,-0.0008131367642863257,0.4877661207666146,-0.01897877147066421,0.2642517194668146
musculoskeletal_infective_vs_nontraumatic_joint_ccs,27,-3,30,-0.05984386466845063,0.005732493386583295,0.38772444671090245,-0.21275563212467744,0.03799761045024945
musculoskeletal_infective_vs_nontraumatic_joint_ccs,27,-2,30,-0.09353255630996057,-0.001766870219973968,0.5385591592083653,-0.2989959797429946,0.01790063619686622
musculoskeletal_infective_vs_nontraumatic_joint_ccs,27,-1,30,-0.5060914537204277,0.09233769718297602,4.749330430785134,-2.398714965675872,0.7106813468750778
musculoskeletal_infective_vs_nontraumatic_joint_ccs,28,-4,30,0.05828149026121852,-0.0014006588159749785,0.35957210424907715,-0.018123277017596775,0.1955584552577347
musculoskeletal_infective_vs_nontraumatic_joint_ccs,28,-3,30,-0.09434137137108496,0.00627354539449472,0.5484307270668451,-0.3080601699284546,0.02595219801095088
musculoskeletal_infective_vs_nontraumatic_joint_ccs,28,-2,30,-0.06428344976443034,-0.0007114631439684644,0.3861475433128917,-0.21412590852537156,0.02020191130479495
musculoskeletal_infective_vs_nontraumatic_joint_ccs,28,-1,30,-0.16955863103492763,0.12146633386612114,3.4012846022989733,-1.5550816074972642,0.8052782430244463
open_wounds_head_trunk_vs_extremity_ccs,31,-4,19,0.00029790614018927264,0.0003003020724267966,0.00034093352368788616,0.00014876403606866112,0.00044754967253251025
open_wounds_head_trunk_vs_extremity_ccs,31,-3,19,0.0006340130753727512,0.0006732857686922409,0.00070520597573643,0.00031671712911011414,0.0009290581504781067
open_wounds_head_trunk_vs_extremity_ccs,31,-2,19,0.000514637196227275,0.00016905073072746095,0.0009195149383436178,0.0001409514635389634,0.0009488192513695246
open_wounds_head_trunk_vs_extremity_ccs,31,-1,19,0.0024732934234545636,0.0015061929335177132,0.002520184775063579,0.0014018440074729838,0.0036177330566547006
open_wounds_head_trunk_vs_extremity_ccs,32,-4,19,0.00032491951869613266,0.0002537080547976878,0.00033142275665969096,0.0001810093017953079,0.00047380312444012337
open_wounds_head_trunk_vs_extremity_ccs,32,-3,19,0.000569822135025165,0.0005313306821999222,0.0007059236285870093,0.00026059175928724545,0.000878291411230947
open_wounds_head_trunk_vs_extremity_ccs,32,-2,19,0.00035187135295517986,0.0001295311384710152,0.0008835450272878025,-2.0634876707607004e-07,0.0007607474490652758
open_wounds_head_trunk_vs_extremity_ccs,32,-1,19,0.0022674777767219766,0.001674775013684163,0.0022480574582728753,0.0013017367545414254,0.0032805579853042795
open_wounds_head_trunk_vs_extremity_ccs,33,-4,19,0.0,0.0,0.0,0.0,0.0
open_wounds_head_trunk_vs_extremity_ccs,33,-3,19,0.0,0.0,0.0,0.0,0.0
open_wounds_head_trunk_vs_extremity_ccs,33,-2,19,0.0,0.0,0.0,0.0,0.0
open_wounds_head_trunk_vs_extremity_ccs,33,-1,19,5.4630182071049685e-09,0.0,4.07131033590206e-07,-1.474990337569046e-07,2.0297296196114048e-07
pregnancy_complications_vs_birth_puerperium_ccs,26,-4,30,-0.0010894668383488037,0.0004985577845195315,0.028575579078942606,-0.01152382871514546,0.008383899682222811
pregnancy_complications_vs_birth_puerperium_ccs,26,-3,30,0.014025822042855735,0.0015372412771264068,0.04696743585006981,3.22422024802592e-05,0.033365575580360365
pregnancy_complications_vs_birth_puerperium_ccs,26,-2,30,-0.009696653966233398,0.0022211728944469536,0.07690197920385113,-0.039810347167469506,0.012486864293237799
pregnancy_complications_vs_birth_puerperium_ccs,26,-1,30,0.010352663345694726,-0.001391558726201211,0.08292103420191552,-0.014968514644848703,0.04350936539405649
pregnancy_complications_vs_birth_puerperium_ccs,27,-4,30,0.0024848592442877704,0.00041979374397958975,0.018927237739972222,-0.004127245760048185,0.009324974060866359
pregnancy_complications_vs_birth_puerperium_ccs,27,-3,30,0.013988521220403978,0.0014716848493908185,0.050625686261253404,-0.0008708488016601273,0.0344133913219897
pregnancy_complications_vs_birth_puerperium_ccs,27,-2,30,-0.003243168435805315,0.0014530141490312486,0.03732693989499441,-0.018244234453980022,0.00842542084332742
pregnancy_complications_vs_birth_puerperium_ccs,27,-1,30,0.0058717145466539045,0.0021139735342710635,0.058382277623125964,-0.015605482755904261,0.02584444399486995
pregnancy_complications_vs_birth_puerperium_ccs,28,-4,30,0.014246809789143767,0.0006093550584027394,0.055158402763668915,-0.0002650257871954097,0.037007346338519
pregnancy_complications_vs_birth_puerperium_ccs,28,-3,30,0.0033811882988816207,0.0010047202496522444,0.008977549856673508,0.0005446144535245446,0.006945990998321084
pregnancy_complications_vs_birth_puerperium_ccs,28,-2,30,0.0020239768800308614,-0.0004932394029897323,0.021376604814429507,-0.005409466752716335,0.009908694171311632
pregnancy_complications_vs_birth_puerperium_ccs,28,-1,30,0.0013414971546454315,0.0009318733469159395,0.030039300118038237,-0.00989344786538986,0.011084498048223248
pregnancy_complications_vs_birth_puerperium_ccs,29,-4,30,0.006854118680920249,0.0005652363488737159,0.03314561925932534,-0.0016842096223609558,0.020809943615824004
pregnancy_complications_vs_birth_puerperium_ccs,29,-3,30,0.0037032596581499373,0.0008429553812909923,0.007953440103188403,0.0012295152328619782,0.006700468651337478
pregnancy_complications_vs_birth_puerperium_ccs,29,-2,30,-0.0016325868716684682,0.0001306847361020125,0.02978838270695025,-0.01338480183641433,0.0073280718257097205
pregnancy_complications_vs_birth_puerperium_ccs,29,-1,30,0.0022736983646610993,0.003172489768684477,0.023776998270158414,-0.006497935891077819,0.010302602704307872
pregnancy_complications_vs_birth_puerperium_ccs,30,-4,30,0.005209171305580611,-0.00010049301607955433,0.03056300837382454,-0.0028377149594612165,0.017616324861749896
pregnancy_complications_vs_birth_puerperium_ccs,30,-3,30,0.0018085668520517904,0.0007175450837803467,0.007689783380346523,-0.000915344325947481,0.0045507265924673865
pregnancy_complications_vs_birth_puerperium_ccs,30,-2,30,-6.682310928284504e-05,-5.839242316495553e-05,0.029437968698660572,-0.011034343221943417,0.009444161593780712
pregnancy_complications_vs_birth_puerperium_ccs,30,-1,30,0.0009063516202047398,0.003268314968838973,0.02218895097625249,-0.007373012178488732,0.008079757419218318
