axis_id,pair_index,pair_id,layer,position,clean_logprob_diff,corrupt_logprob_diff,patched_logprob_diff,normalized_score,positive_prompt,negative_prompt
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,25,-1,-14.848243713378906,-18.91024559736252,-15.407687544822693,0.1377261378557361,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,25,-2,-14.848243713378906,-18.91024559736252,-14.824779152870178,-0.005776600104802584,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,25,-3,-14.848243713378906,-18.91024559736252,-14.937213897705078,0.02190303866597882,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,25,-4,-14.848243713378906,-18.91024559736252,-14.820334196090698,-0.006870877484881198,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,26,-1,-14.848243713378906,-18.91024559736252,-15.912080526351929,0.2618996355387497,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,26,-2,-14.848243713378906,-18.91024559736252,-14.816230177879333,-0.007881221233747196,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,26,-3,-14.848243713378906,-18.91024559736252,-14.943872690200806,0.023542327047892928,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,26,-4,-14.848243713378906,-18.91024559736252,-14.83674156665802,-0.002831644851332776,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,27,-1,-14.848243713378906,-18.91024559736252,-15.92315948009491,0.26462709703665416,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,27,-2,-14.848243713378906,-18.91024559736252,-14.857173204421997,0.0021982981047595314,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,27,-3,-14.848243713378906,-18.91024559736252,-14.946938753128052,0.024297142780336456,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,27,-4,-14.848243713378906,-18.91024559736252,-14.829735517501831,-0.004556422277905045,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,28,-1,-14.848243713378906,-18.91024559736252,-16.070560693740845,0.30091492206872394,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,28,-2,-14.848243713378906,-18.91024559736252,-14.889033198356628,0.010041719857037548,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,28,-3,-14.848243713378906,-18.91024559736252,-14.922576189041138,0.01829946853430148,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,28,-4,-14.848243713378906,-18.91024559736252,-14.834678888320923,-0.003339443320169106,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,29,-1,-14.848243713378906,-18.91024559736252,-16.119662642478943,0.3130030377664803,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,29,-2,-14.848243713378906,-18.91024559736252,-14.849975824356079,0.00042641806346829347,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,29,-3,-14.848243713378906,-18.91024559736252,-14.929340600967407,0.019964758733437397,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,2,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,29,-4,-14.848243713378906,-18.91024559736252,-14.832753419876099,-0.003813462904555884,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as","Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,25,-1,-14.519976615905762,-10.749755501747131,-15.055251002311707,-0.1419742689349926,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,25,-2,-14.519976615905762,-10.749755501747131,-14.46649420261383,0.01418548453062451,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,25,-3,-14.519976615905762,-10.749755501747131,-14.561144709587097,-0.010919278322094538,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,25,-4,-14.519976615905762,-10.749755501747131,-14.501542091369629,0.004889507532304692,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,26,-1,-14.519976615905762,-10.749755501747131,-15.434214472770691,-0.24248918808279293,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,26,-2,-14.519976615905762,-10.749755501747131,-14.476508736610413,0.011529265255056398,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,26,-3,-14.519976615905762,-10.749755501747131,-14.5924391746521,-0.01921971060907094,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,26,-4,-14.519976615905762,-10.749755501747131,-14.548867225646973,-0.007662842275408088,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,27,-1,-14.519976615905762,-10.749755501747131,-15.603200793266296,-0.28731051695949905,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,27,-2,-14.519976615905762,-10.749755501747131,-14.4819997549057,0.010072847148790112,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,27,-3,-14.519976615905762,-10.749755501747131,-14.628593802452087,-0.0288092351237508,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,27,-4,-14.519976615905762,-10.749755501747131,-14.53961968421936,-0.005210057372983074,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,28,-1,-14.519976615905762,-10.749755501747131,-15.727871656417847,-0.3203777720028076,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,28,-2,-14.519976615905762,-10.749755501747131,-14.423675298690796,0.025542617872813173,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,28,-3,-14.519976615905762,-10.749755501747131,-14.652163982391357,-0.03506090557638153,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,28,-4,-14.519976615905762,-10.749755501747131,-14.531203985214233,-0.002977907387529233,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,29,-1,-14.519976615905762,-10.749755501747131,-15.734004259109497,-0.32200436166584356,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,29,-2,-14.519976615905762,-10.749755501747131,-14.438413500785828,0.0216335097200621,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,29,-3,-14.519976615905762,-10.749755501747131,-14.657971739768982,-0.0366013344270434,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,3,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,29,-4,-14.519976615905762,-10.749755501747131,-14.53640067577362,-0.004356259054987577,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as","Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,25,-1,-15.178446888923645,-13.901318728923798,-14.633530735969543,0.42667303879210267,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,25,-2,-15.178446888923645,-13.901318728923798,-15.22938621044159,-0.03988583378973526,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,25,-3,-15.178446888923645,-13.901318728923798,-15.115565180778503,0.049236803411451764,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,25,-4,-15.178446888923645,-13.901318728923798,-15.096893787384033,0.06385663091135783,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,26,-1,-15.178446888923645,-13.901318728923798,-14.73436427116394,0.3477196977316338,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,26,-2,-15.178446888923645,-13.901318728923798,-15.24610984325409,-0.05298055156066124,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,26,-3,-15.178446888923645,-13.901318728923798,-15.114840269088745,0.04980441417477437,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,26,-4,-15.178446888923645,-13.901318728923798,-15.148371934890747,0.023548892722639162,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,27,-1,-15.178446888923645,-13.901318728923798,-14.873746752738953,0.23858227054106207,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,27,-2,-15.178446888923645,-13.901318728923798,-15.15425181388855,0.01894490763957323,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,27,-3,-15.178446888923645,-13.901318728923798,-15.173014521598816,0.004253580411874835,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,27,-4,-15.178446888923645,-13.901318728923798,-15.172278881072998,0.004829591926504627,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,28,-1,-15.178446888923645,-13.901318728923798,-14.958475947380066,0.17223873721773184,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,28,-2,-15.178446888923645,-13.901318728923798,-15.139307141304016,0.030646687502085605,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,28,-3,-15.178446888923645,-13.901318728923798,-15.171462893486023,0.005468515734257167,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,28,-4,-15.178446888923645,-13.901318728923798,-15.184610366821289,-0.004826044942619369,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,29,-1,-15.178446888923645,-13.901318728923798,-14.940532326698303,0.18628871375396672,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,29,-2,-15.178446888923645,-13.901318728923798,-15.152864813804626,0.020030938100230763,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,29,-3,-15.178446888923645,-13.901318728923798,-15.186906099319458,-0.0066236190389960545,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,4,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,29,-4,-15.178446888923645,-13.901318728923798,-15.190796256065369,-0.009669638121302648,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as","Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,5,congenital_cardiac_vs_other_congenital_ccs_0020_eaddc16b7f,25,-1,-14.024830728769302,-13.157242596149445,-15.803854331374168,-2.0505393466283874,"Given the ICD description Other congenital anomalies of peripheral vascular system and code 747.6, classify the concept as","Given the ICD description Autosomal deletion syndromes and code 758.3, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,5,congenital_cardiac_vs_other_congenital_ccs_0020_eaddc16b7f,25,-2,-14.024830728769302,-13.157242596149445,-14.00575689971447,0.021984889301372962,"Given the ICD description Other congenital anomalies of peripheral vascular system and code 747.6, classify the concept as","Given the ICD description Autosomal deletion syndromes and code 758.3, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,5,congenital_cardiac_vs_other_congenital_ccs_0020_eaddc16b7f,25,-3,-14.024830728769302,-13.157242596149445,-14.051211729645729,-0.030407286458338165,"Given the ICD description Other congenital anomalies of peripheral vascular system and code 747.6, classify the concept as","Given the ICD description Autosomal deletion syndromes and code 758.3, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,5,congenital_cardiac_vs_other_congenital_ccs_0020_eaddc16b7f,25,-4,-14.024830728769302,-13.157242596149445,-14.005701303482056,0.02204897066708547,"Given the ICD description Other congenital anomalies of peripheral vascular system and code 747.6, classify the concept as","Given the ICD description Autosomal deletion syndromes and code 758.3, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,5,congenital_cardiac_vs_other_congenital_ccs_0020_eaddc16b7f,26,-1,-14.024830728769302,-13.157242596149445,-15.68989072740078,-1.919182542992482,"Given the ICD description Other congenital anomalies of peripheral vascular system and code 747.6, classify the concept as","Given the ICD description Autosomal deletion syndromes and code 758.3, classify the concept as"
