axis_id,layer,rank,feature_id,axis_contribution,activation_diff,decoder_axis_dot,pairs,sae_release,sae_id
drug_poisoning_vs_nondrug_poisoning_ccs,27,3,441,20.677953720092773,-107.4755859375,-0.19239674508571625,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,2,608,18.08240509033203,101.73079681396484,0.17774760723114014,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
diabetes_complication_status_ccs,21,2,3818,17.020044326782227,239.48231506347656,0.07107014954090118,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,4,1977,16.330812454223633,-248.0767364501953,-0.06582967936992645,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,3,456,14.731569290161133,-76.18718719482422,-0.19336019456386566,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,5,36,13.862884521484375,89.73016357421875,0.1544952541589737,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,6,177,12.119768142700195,-49.85989761352539,-0.24307647347450256,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,5,491,11.745553016662598,-247.40005493164062,-0.04747595265507698,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,6,14029,11.637178421020508,322.62774658203125,0.03606998547911644,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,4,9310,11.482337951660156,-205.99952697753906,-0.0557396337389946,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,2,39,11.256542205810547,-112.06328582763672,-0.10044808685779572,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
diabetes_complication_status_ccs,21,3,6834,11.172636032104492,393.0801696777344,0.02842330001294613,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,5,11181,11.01730728149414,-97.80802154541016,-0.11264216154813766,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,6,620,10.811161041259766,108.70899963378906,0.09945046901702881,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,7,10198,10.714439392089844,300.9800720214844,0.035598501563072205,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
diabetes_complication_status_ccs,21,4,996,10.658857345581055,-218.77708435058594,-0.04872017353773117,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,8,602,9.834185600280762,208.73683166503906,0.0471128448843956,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,9,664,8.987395286560059,140.64892578125,0.06389949470758438,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,2,8539,8.931755065917969,166.99359130859375,0.05348561704158783,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,7,2917,8.404805183410645,-258.9788513183594,-0.03245363384485245,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,3,2917,8.030765533447266,67.3436508178711,0.11925052106380463,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,8,1672,7.49776554107666,-556.2661743164062,-0.013478737324476242,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,3,2756,7.362480163574219,-207.0337371826172,-0.03556174039840698,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,7,59,6.979264259338379,-37.77943801879883,-0.18473711609840393,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,8,3168,6.840987682342529,-67.03955841064453,-0.10204404592514038,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,9,1665,6.816037178039551,102.1953125,0.0666961818933487,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,10,4559,6.792382717132568,-157.1407928466797,-0.043224822729825974,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,1,608,6.642942905426025,144.20663452148438,0.046065445989370346,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,11,1941,6.191194534301758,-374.7385559082031,-0.01652137003839016,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
diabetes_complication_status_ccs,21,5,4219,6.055385112762451,-134.466552734375,-0.045032650232315063,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,12,5529,5.95622444152832,45.8227424621582,0.1299840211868286,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,13,821,5.671140193939209,-120.17606353759766,-0.047190263867378235,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
diabetes_complication_status_ccs,21,6,7150,5.6550188064575195,108.43013000488281,0.0521535761654377,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,10,3791,5.505873680114746,-118.62966918945312,-0.046412281692028046,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,4,36,5.477214336395264,-86.097900390625,-0.06361611932516098,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,14,7643,5.3735246658325195,-84.0678482055664,-0.06391890347003937,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,9,3779,5.059325695037842,219.28602600097656,0.023071810603141785,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,4,420,4.8564839363098145,214.5594024658203,0.022634683176875114,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,15,2319,4.568423271179199,-239.3424530029297,-0.01908739283680916,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,5,39,4.567870616912842,-123.92940521240234,-0.03685865178704262,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,6,177,4.330371379852295,80.91553497314453,0.0535171814262867,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,16,1668,4.209351539611816,-115.2304458618164,-0.03652985394001007,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,5,3868,4.151501178741455,-101.225830078125,-0.041012272238731384,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,11,3167,3.811772108078003,39.081214904785156,0.09753463417291641,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
diabetes_complication_status_ccs,21,7,102,3.7546658515930176,-36.28279495239258,-0.10348337143659592,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,12,1651,3.6786279678344727,-180.23704528808594,-0.020409943535923958,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,2,2264,3.6254985332489014,-280.5258483886719,-0.012923937290906906,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,10,4948,3.6107544898986816,-13.308340072631836,-0.27131515741348267,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,7,12334,3.5816712379455566,-127.98068237304688,-0.027986031025648117,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,3,8243,3.515033721923828,56.77854919433594,0.061907775700092316,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,13,2122,3.4974238872528076,157.9995574951172,0.0221356563270092,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
diabetes_complication_status_ccs,21,8,6738,3.3727943897247314,53.86009216308594,0.06262139976024628,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,14,1833,3.196183204650879,267.5296630859375,0.011947023682296276,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
diabetes_complication_status_ccs,21,9,4261,3.188721179962158,129.91500854492188,0.024544671177864075,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,17,999,3.1089718341827393,36.296043395996094,0.08565594255924225,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,6,11576,3.075279474258423,90.45569610595703,0.033997632563114166,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,4,11576,3.062143087387085,-173.28306579589844,-0.017671335488557816,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
diabetes_complication_status_ccs,21,10,1210,3.0022642612457275,-51.71604537963867,-0.05805286020040512,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,8,1769,2.9683406352996826,57.2862548828125,0.051815930753946304,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,7,3565,2.7570714950561523,92.86316680908203,0.029689613729715347,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,8,3390,2.5780534744262695,-66.82313537597656,-0.03858025372028351,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,18,742,2.51967191696167,-18.011577606201172,-0.13989178836345673,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,15,408,2.427504062652588,20.9989070892334,0.11560144275426865,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,11,14603,2.3735878467559814,-139.49082946777344,-0.017016084864735603,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,9,812,2.2700700759887695,-30.068437576293945,-0.07549677789211273,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,10,441,2.1865041255950928,25.017314910888672,0.08739963173866272,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,12,14007,2.1149046421051025,-75.83769989013672,-0.027887247502803802,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,5,8259,2.102490186691284,-118.8795394897461,-0.017685888335108757,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,6,1977,2.084995985031128,-15.549196243286133,-0.13409027457237244,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,16,1181,2.0030219554901123,-68.41065979003906,-0.02927938476204872,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,7,676,1.9052814245224,32.52825927734375,0.05857311189174652,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,11,12334,1.8385738134384155,131.73321533203125,0.013956797309219837,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
diabetes_complication_status_ccs,21,11,1948,1.733636736869812,-41.50590515136719,-0.04176843538880348,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,8,1941,1.6675089597702026,77.22378540039062,0.021593203768134117,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,9,3112,1.6337658166885376,-42.51780700683594,-0.03842544928193092,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,13,1286,1.6210269927978516,95.45817565917969,0.016981542110443115,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,10,10787,1.582933783531189,93.54217529296875,0.01692214049398899,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,14,108,1.4639179706573486,12.246183395385742,0.1195407509803772,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,15,792,1.4508090019226074,-20.315120697021484,-0.07141523063182831,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,11,821,1.42418372631073,58.31514358520508,0.024422192946076393,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,12,1665,1.4019746780395508,75.38471221923828,0.018597599118947983,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,17,13302,1.3712763786315918,21.237003326416016,0.06457014381885529,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,13,10841,1.3507338762283325,53.16627883911133,0.02540583908557892,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,12,1665,1.3367526531219482,63.713844299316406,0.02098056860268116,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,18,16208,1.2988709211349487,-44.069942474365234,-0.029472943395376205,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,13,2319,1.2471288442611694,116.79856872558594,0.010677604004740715,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,14,10841,1.2018071413040161,72.80794525146484,0.016506537795066833,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,16,15674,1.1753346920013428,15.079102516174316,0.07794460654258728,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,19,4464,1.1589055061340332,35.1004524230957,0.03301682695746422,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,17,1064,1.1457163095474243,-9.79285717010498,-0.11699509620666504,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,14,1131,1.09355890750885,64.45735931396484,0.01696561835706234,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,18,1318,1.0864921808242798,-8.08929443359375,-0.13431236147880554,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,19,8480,1.0779569149017334,27.837867736816406,0.0387226827442646,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,20,441,1.0557482242584229,-12.807005882263184,-0.08243521302938461,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,21,5044,1.0380873680114746,-26.16508674621582,-0.03967452421784401,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,15,1899,1.0287261009216309,-18.39147186279297,-0.05593495070934296,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,22,12664,1.0246689319610596,-44.18595886230469,-0.02318992279469967,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,20,3364,0.9529150724411011,-40.66075897216797,-0.023435741662979126,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,16,821,0.924952507019043,21.377668380737305,0.043267231434583664,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,17,1432,0.9028926491737366,-19.14838409423828,-0.04715241864323616,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,21,2646,0.8637228012084961,-25.10601806640625,-0.03440301865339279,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,15,3502,0.8635404109954834,35.534671783447266,0.024301348254084587,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,16,156,0.8198681473731995,20.624967575073242,0.03975124657154083,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,17,761,0.8191491365432739,44.951541900634766,0.018222937360405922,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,18,3112,0.8090101480484009,-63.62569046020508,-0.01271514967083931,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,18,60,0.807935893535614,18.22361183166504,0.04433456435799599,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,19,4899,0.7863480448722839,-139.71324157714844,-0.0056282998993992805,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
drug_poisoning_vs_nondrug_poisoning_ccs,27,19,2866,0.7815086245536804,-20.014469146728516,-0.039047181606292725,45,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,9,3055,0.776982843875885,38.69068908691406,0.020081907510757446,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,23,4689,0.776052713394165,24.653188705444336,0.031478796154260635,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,10,5511,0.7622004747390747,21.617412567138672,0.03525863587856293,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,20,999,0.7605863213539124,-79.96732330322266,-0.00951121374964714,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,21,2036,0.6974048614501953,-15.326380729675293,-0.04550355672836304,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,22,1595,0.6785489320755005,39.65241622924805,0.017112422734498978,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,22,5057,0.6595847010612488,-47.61995315551758,-0.013851015828549862,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,19,1941,0.6101759076118469,22.538904190063477,0.02707212045788765,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,23,3313,0.5519367456436157,38.588966369628906,0.014302968047559261,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,11,2390,0.5441458821296692,47.434898376464844,0.01147142518311739,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
diabetes_complication_status_ccs,21,12,12645,0.5356170535087585,-47.05764389038086,-0.011382147669792175,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,12,7102,0.5164397358894348,12.09812068939209,0.04268759861588478,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,24,2286,0.49587151408195496,-12.157479286193848,-0.040787361562252045,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,20,3100,0.4678208529949188,-58.23393630981445,-0.008033474907279015,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,21,1865,0.46226102113723755,-13.649139404296875,-0.03386741131544113,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,25,14669,0.45328041911125183,13.189056396484375,0.034367918968200684,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,23,10787,0.4317187964916229,49.64833450317383,0.00869553443044424,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,13,14706,0.4284957945346832,23.959598541259766,0.01788409799337387,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,22,9587,0.4234267473220825,56.25437545776367,0.007527001202106476,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
diabetes_complication_status_ccs,21,13,10523,0.405368447303772,-86.4708480834961,-0.0046879202127456665,9,gemma-scope-2-4b-it-res-all,layer_21_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,24,1896,0.3771927058696747,-20.625255584716797,-0.01828790456056595,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,26,4080,0.3726607859134674,10.290865898132324,0.036212772130966187,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,25,6697,0.3613918721675873,10.524492263793945,0.034338176250457764,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,27,5511,0.35696688294410706,21.484769821166992,0.016614880412817,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,14,323,0.3224503695964813,-31.05321502685547,-0.01038379967212677,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
musculoskeletal_infective_vs_nontraumatic_joint_ccs,26,28,2003,0.3142949342727661,12.084356307983398,0.02600841410458088,60,gemma-scope-2-4b-it-res-all,layer_26_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,24,10059,0.3139757215976715,-12.371445655822754,-0.025379065424203873,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,23,3390,0.31360581517219543,-29.44719696044922,-0.010649767704308033,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,15,10841,0.2975177466869354,48.64322280883789,0.006116324570029974,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,25,7865,0.2870984673500061,9.939664840698242,0.028884120285511017,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,26,1281,0.27630937099456787,15.343430519104004,0.018008317798376083,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
pregnancy_complications_vs_birth_puerperium_ccs,28,16,7717,0.2723882496356964,-39.19261169433594,-0.006949990056455135,60,gemma-scope-2-4b-it-res-all,layer_28_width_16k_l0_small
eye_inflammation_vs_other_eye_ccs,27,27,6481,0.2616893947124481,-36.84443664550781,-0.007102548144757748,60,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
congenital_cardiac_vs_other_congenital_ccs,27,24,7569,0.25688672065734863,22.612695693969727,0.0113602876663208,48,gemma-scope-2-4b-it-res-all,layer_27_width_16k_l0_small
joint_dislocation_vs_sprain_ccs,24,26,1584,0.2566279172897339,10.872173309326172,0.023604104295372963,52,gemma-scope-2-4b-it-res-all,layer_24_width_16k_l0_small
